artikel_nr,bezeichnung,werkstoff,abmessungen,einheit,basispreis_eur,zkalk_offset_eur,preis_min_eur,preis_max_eur,sales_group,material_group,n_offers
00262600KS0001,"HST 1,3:1 FEP AWG 4 nat Spule",FEP,,M,10.1745,0.0,10.1745,10.3075,VG 35 - Distribution,PTFE,3
00262700KS0001,shaft seal  45x62x10 spec. HS21037,,45x62x10,ST,76.5814,0.0,66.7128,86.45,,PTFE,2
00263100KS0001,shaft seal 80x100x10 spec. HS21037,,80x100x10,ST,84.2356,0.0,69.3462,105.07,,PTFE,4
00272500KS0001,billet HS22186,,,ST,635.075,0.0,505.4,848.54,VG 35 - Distribution,PTFE,8
00279600KS0001,"RC FEP 8"" UNGEÄTZT 0,5 NAT 1220",FEP,,ST,278.502,0.0,244.055,465.5,VG 35 - Distribution,Corrosion Protection,6
00280100KS0001,Rulon J-Rundstab Ø 20 x 2000 mm,,Ø20x2000,ST,662.34,0.0,662.34,662.34,VG 35 - Distribution,PTFE,1
00281200KS0001,"Schutzbüchse 99,5x32x385 PA6",PA6,"99,5x32x385",ST,588.525,0.0,576.6481,618.7027,VG 30 - Industrial Solutions,Compressor,3
00285400KS0001,"PTFE-Schlauch 0,3x0,8mm geätzt",PTFE,"0,3x0,8",M,3.5112,0.0,3.0178,3.7519,VG 35 - Distribution,Distribution,3
00297100KS0001,Sondenstab Ø18 PTFE-beschichtet,PTFE,,ST,237.8222,0.0,201.4511,308.8171,VG 30 - Industrial Solutions,Sensors,11
00301900KS0001,Rohling HS17035,,,ST,247.38,0.0,220.78,299.25,VG 35 - Distribution,Semi finished Products,4
00303300KS0001,Führungsring d=50 Rev. AA,,,ST,89.9745,0.0,89.7351,90.2139,VG 26 - Energy,Energy Transfer & Distribution,2
00303400KS0001,Dichtung Rev. AA,,,ST,22.7696,0.0,22.0248,23.7139,VG 26 - Energy,Energy Transfer & Distribution,3
00303700KS0001,Rohling HS17035,,,ST,206.283,0.0,194.845,217.721,VG 35 - Distribution,Semi finished Products,2
00314830KS0001,PTFE porous foil 20µm,PTFE,,M,60.7012,0.0,58.1742,69.5324,VG 27 - Medical,Device medicine,4
00320800KS0001,Hanon EXV8 Seal Seat,,,ST,0.9174,0.0,0.9174,0.9174,VG 20 - Mobility,Chassis,1
00320900KS0001,RWDR 190x220x15 2.4602 HN2380,,190x220x15,ST,604.9891,0.0,604.9891,604.9891,VG 30 - Industrial Solutions,General Mechanical Eng.,1
00330400KS0001,Econolring Satz links,,,ST,14303.5382,0.0,14303.5382,14303.5382,VG 27 - Medical,Device medicine,2
00332800ET0001,"RB-WT PFA DN80x1048 1,95 U-Flow SP300",PFA,80x1048,ST,15760.5,0.0,14769.65,16751.35,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,2
00335400KS0001,"Nadeldichtung 5x9,05x6 HS4080",,"5x9,05x6",ST,9.8478,0.0,5.2607,21.1068,,Machine Tools/Painting,4
00335500KS0001,"PTFE Schlauch 3x4 (0,50) Schwarz",PTFE,3x4,M,2.926,0.0,2.926,2.926,VG 35 - Distribution,Distribution,1
00336700KS0001,RWDR 125x150x10 HN2390 HS21059,,125x150x10,ST,116.242,0.0,88.977,189.525,,Distribution,4
00338800KS0001,RWDR 220x250x15 doli geg HS21037,,220x250x15,ST,675.5203,0.0,675.5203,675.5203,,General Mechanical Eng.,1
00340700KS0050,Stützring G400 HS 17027,,,ST,5.3358,0.0,3.315,8.8026,VG 30 - Industrial Solutions,Fluidtechnology,8
00342400KS0001,RWDR 45x62x8 HN2390 neg.HS17034,,45x62x8,ST,42.2275,0.0,37.107,49.077,,Distribution,3
00343300KS0001,RWDR 12x20x5 HN2390 HS21037,,12x20x5,ST,77.6358,0.0,32.6151,179.9643,,PTFE,6
00343400KS0001,"Dichtlippe 115x140-0,2x1,5 HS21037",,115x140,ST,101.7264,0.0,68.8967,106.8336,,General Mechanical Eng.,4
00343500KS0001,"Dichtlippe 145x169+0,1-0,2x1,5 HS21037",,145x169,ST,102.0177,0.0,102.0177,102.0177,,General Mechanical Eng.,1
00343600KS0012,"Dichtlippe 175x199+-0,2x1,5 HS21037",,175x199,ST,129.4755,0.0,108.528,150.423,,General Mechanical Eng.,2
00343800KS0045,EFN UAI-AD65-108-HS4080-C,,,ST,77.8316,0.0,37.0538,145.8212,,Machine Tools/Painting,3
00344000KS0001,"Dichtung 12,28x17x5,7 HS21029",,"12,28x17x5,7",ST,5.2142,0.0,4.7606,30.9879,VG 27 - Medical,Device medicine,6
00359600KS0001,Dichtteller,,,ST,1.1372,0.0,1.1372,1.1372,VG 20 - Mobility,Gasoline Engine,1
00361400KS0001,Rohling PTFE rw FDA-konform,PTFE,,ST,2540.3,0.0,2444.54,2826.25,VG 35 - Distribution,Semi finished Products,3
00368700KS0001,"RC PFA 12"" ungeätzt 1,5 nat 2440",PFA,,ST,7603.61,0.0,7603.61,7603.61,VG 35 - Distribution,Distribution,1
00370000KS0001,"RC FEP 3,5"" UNGEÄTZT 0,5 NAT 1520",FEP,,ST,279.3,0.0,162.9915,361.76,VG 35 - Distribution,Distribution,13
00370200KS0001,"RC FEP 3,5"" UNGEÄTZT 0,5 NAT 1830",FEP,,ST,312.55,0.0,208.278,359.366,VG 35 - Distribution,Distribution,11
00370300KS0001,"RC FEP 5"" UNGEÄTZT 0,5 NAT 1520",FEP,,ST,371.735,0.0,236.74,597.8616,VG 35 - Distribution,Device medicine,10
00370400KS0001,"RC FEP 5"" UNGEÄTZT 0,5 NAT 1830",FEP,,ST,454.86,0.0,436.24,461.51,VG 35 - Distribution,Distribution,3
00370800KS0001,RWDR HN2390 17x29x7 reibopt.,,17x29x7,ST,45.353,0.0,18.753,163.0008,VG 35 - Distribution,Distribution,9
00371100KS0001,"Scheibe 2,2x9,41x,0,4",,"2,2x9,41",ST,0.5613,0.0,0.4728,0.6397,VG 30 - Industrial Solutions,Food/Pharma,4
00372800KS0001,Kolbenring überlappt D97 HS21037,,,ST,19.2823,0.0,15.1951,28.6793,VG 30 - Industrial Solutions,Compressor,4
00374700KS0001,DUAL PTFE/FEP DTW190 SL 105 mm,"PTFE, FEP",,ST,2.1772,0.0,2.1772,2.1772,VG 35 - Distribution,PTFE,1
00375600KS0001,"RC FEP 8"" UNETCHED 0,5 NAT 4880",FEP,,ST,1470.98,0.0,1282.12,1659.84,VG 35 - Distribution,PTFE,2
00375800KS0001,"Softauflage 35x40x0,5 HS 21037",,"35x40x0,5",ST,18.2294,0.0,17.4053,19.0536,VG 30 - Industrial Solutions,Sensors,2
00381200KS0001,"SKAP-FOLIE 1000x0,25",,"1000x0,25",M,85.918,0.0,85.918,85.918,VG 35 - Distribution,Distribution,1
00381400KS0001,PTFE Membrane OD32,PTFE,,ST,24.1528,0.0,24.1528,24.1528,VG 31 - Semicon/Chemistry,Fluidtechnology,1
00387700KS0001,EFN URX-A50-316-HS4080-C,,,ST,59.5707,0.0,59.5707,59.5707,,Distribution,2
00394100KS0001,Verteilerdeckel 8415-6630-020  HS 22177,,,ST,538.118,0.0,381.311,851.865,,Food/Pharma,5
00399600KS0001,"Schutzbüchse 149,5 x520mm PA6",PA6,"149,5x520",ST,654.4531,0.0,602.7294,716.205,VG 30 - Industrial Solutions,Compressor,5
00400400KS0001,EFN UAA-ID 132-108-HS4080-C,,,ST,106.0069,0.0,55.9985,189.3415,VG 30 - Industrial Solutions,Machine Tools/Painting,3
00410700KS0001,Einleitdüse PTFE DN50x410 45°,PTFE,50x410,ST,1988.35,0.0,1815.45,2367.4,VG 31 - Semicon/Chemistry,PTFE,3
00426600KS0001,RWDR 45x60x7 HN2390 HS21037,,45x60x7,ST,53.1335,0.0,53.1335,53.1335,,Compressor,1
00426800KS1000,"PTFE-Gleitscheibe leitf 26,5x32,2x0,1",PTFE,"26,5x32,2x0,1",ST,0.3764,0.0,0.3165,0.4243,,Sensors,6
00427100KS0001,RWDR 47x55x6 HN2390sonder reiopt HS21037,,47x55x6,ST,41.3609,0.0,34.8859,60.4448,,Machine Tools/Painting,6
00427500KS0001,Schlauch 7x9x500 trichtf.röntg. HS22206,,7x9x500,ST,37.6691,0.0,29.9951,50.4732,VG 27 - Medical,PTFE,5
00429400KS0001,"Schlauch 0,5x0,9 PTFE graph.schw.",PTFE,"0,5x0,9",M,3.3924,0.0,1.1075,11.8575,VG 27 - Medical,Internal medicine,8
00430900KS0016,Spring seal URA-A 130-104-HS21037-C,,,ST,56.924,0.0,51.6705,59.2914,,PTFE,4
00434700KS0001,RWDR 159x190x12 HN2580-1 sonder HS21037,,159x190x12,ST,88.3785,0.0,80.598,111.986,,Food/Pharma,4
00434800KS0001,RWDR 149x180x12 HN2580-1 sonder HS21037,,149x180x12,ST,66.5,0.0,63.574,73.15,,Food/Pharma,7
00436000KS0001,RWDR 140x165x16 doli glei HS21037,,140x165x16,ST,94.696,0.0,85.519,112.917,,Food/Pharma,3
00436300KS0001,RWDR 140x165x16 sonder HS21037,,140x165x16,ST,97.755,0.0,91.5572,124.0624,,Food/Pharma,5
00437300KS0050,EMT 25x18x4 HS21060,,25x18x4,ST,5.5767,0.0,5.5355,5.6179,VG 30 - Industrial Solutions,Compressor,2
00443100KS0050,RWDR 30x42x6 HN2390 reiopt HS21037,,30x42x6,ST,16.492,0.0,14.896,35.6706,,Food/Pharma,3
00443200KS0001,FÜ-BAND Ø130 HS21037,,,ST,14.4172,0.0,10.9592,21.7056,VG 35 - Distribution,PTFE,4
00444800KS0001,"Schlauch natur 3,8x4,82 n.spez.get.",,"3,8x4,82",M,6.6766,0.0,6.6766,6.6766,,PTFE,1
00445700KS0018,EFN UAA-ID65-332-HS4080-C,,,ST,13.4831,0.0,12.0555,17.7668,VG 30 - Industrial Solutions,Machine Tools/Painting,3
00446300KS0001,RWDR 127x146x14 sonder HS22161,,127x146x14,ST,79.933,0.0,65.569,211.603,,Food/Pharma,8
00446500KS0001,"FB-WT PVDF 425x630x70 1,8 6xDN50",PVDF,425x630x70,ST,5167.05,0.0,5167.05,5167.05,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,2
00446800KS0055,EMTX 60x46x6 HS21037,,60x46x6,ST,4.2527,0.0,3.978,64.6247,VG 30 - Industrial Solutions,Compressor,4
00448200KS0001,Vollkegeldüse 4DW.832.55.A1.00.0,,,ST,4045.86,0.0,3541.79,4549.93,VG 35 - Distribution,PTFE,2
00450600KS0001,Verdrängerbalg PTFE-leitf. DN300AT-7,PTFE,DN300,ST,342.8075,0.0,313.215,372.4,VG 31 - Semicon/Chemistry,Corrosion Protection,2
00450700KS0001,"RB-WT PVDF DN150x1452 5,68",PVDF,150x1452,ST,10806.25,0.0,8017.24,11504.5,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,9
00450900KS0001,"FB-WT PE 450x900x150 19,5 2x(3xDN125)",PE,450x900x150,ST,8317.82,0.0,7880.25,9024.05,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,3
00451500KS0001,MARS XPRESS 55ml TFM Vessel,,,ST,49.5425,0.0,37.24,50.54,VG 31 - Semicon/Chemistry,Corrosion Protection,4
00452200KS0001,Folie PTFE virginal 2000x1000x5 mm,PTFE,2000x1000x5,ST,422.3947,0.0,4.3757,478.8,VG 35 - Distribution,Semi finished Products,44
00453500KS0001,RWDR 75x95x10 HN2390 reiopt HS17034,,75x95x10,ST,47.88,0.0,47.88,47.88,,Food/Pharma,1
00456200KS0001,RWDR 200x230x16 sonder HS21037,,200x230x16,ST,365.484,0.0,316.274,464.037,,Food/Pharma,3
00456300KS0001,RWDR 90x110x10 HN2390 neg HS21037,,90x110x10,ST,112.252,0.0,112.252,112.252,,Distribution,1
00459000KS0001,"Scheibe 10,2x7,2x0,1 Elringplast LD",,"10,2x7,2x0,1",ST,0.7834,0.0,0.7834,0.7834,VG 35 - Distribution,PTFE,1
00461100KS0001,"RWDR 30x52x7/1,5 HN2390 HS21037",,30x52x7,ST,67.2428,0.0,24.4467,884.1388,,PTFE,6
00464400ET0001,"HST 1,6:1 FEP 1/8"" nat 1220",FEP,,ST,10.64,0.0,7.2246,13.034,VG 35 - Distribution,PTFE,3
00464600ET0001,"HST 1,6:1 FEP 1/4"" nat 1220",FEP,,ST,20.6283,0.0,14.6034,29.4595,VG 35 - Distribution,PTFE,5
00464800ET0001,"HST 1,6:1 FEP 1/2"" nat 1220",FEP,,ST,24.9774,0.0,24.9774,24.9774,VG 35 - Distribution,Distribution,1
00466200KS0001,EFN URS-B 50-316-HS 17020-C,,,ST,62.51,0.0,62.51,62.51,VG 35 - Distribution,Distribution,1
00466700KS0001,Codierring W7127338 light-blue,,,ST,3.6671,0.0,3.3559,4.0036,VG 27 - Medical,PTFE,4
00468700KS0001,"HST 3:1 PTFE ID10/3 WS0,5 nat Spule",PTFE,,M,4.5619,0.0,4.5619,4.5619,VG 35 - Distribution,Distribution,1
00473300KS0001,PTFE-Rundschnur natur HS10008,PTFE,,M,2.1945,0.0,1.463,4.4023,VG 30 - Industrial Solutions,Machine Tools/Painting,6
00473800KS0001,Schlauch 3lum farbm.spez.get.verj.,,,ST,18.3422,0.0,17.6119,19.6042,VG 27 - Medical,Internal medicine,7
00475100KS0001,"Faltenbalg Hub80 49,8x78x134,6x15x0",,"49,8x78x134,6x15x0",ST,210.007,0.0,202.559,497.686,VG 30 - Industrial Solutions,Food/Pharma,12
00477600KS0001,"PTFE-Ring 35x25,05x3 25% Glas",PTFE,"35x25,05x3",ST,25.4296,0.0,25.4296,25.4296,VG 35 - Distribution,Distribution,1
00477900KS0001,Dichtung IPF-3,,,ST,2.0155,0.0,1.7895,2.5742,VG 27 - Medical,Internal medicine,3
00479800KS0001,RWDR 80x100x10 HN2380-1 HS21037/1.4571,,80x100x10,ST,59.451,0.0,46.816,84.854,,Food/Pharma,3
00484300KS0001,EFN UAX-AD54-913-HS17021-C,,,ST,18.3658,0.0,14.7248,104.937,,Machine Tools/Painting,18
00485700KS0007,"EFN URS-A 272,9-108 HS 17035-C",,,ST,121.0167,0.0,121.0167,121.0167,,Distribution,1
00485800KS0003,EFN CRS-A 300-104-HS 17035-C,,,ST,141.6716,0.0,141.6716,141.6716,,Distribution,1
00487300KS0038,Kolbenring AD32 m.überl.Stoß,,,ST,11.3496,0.0,9.0174,20.5219,,Distribution,8
00492600KS0001,RWDR 45x62x8 HN2390 HS17034,,45x62x8,ST,67.8367,0.0,63.973,71.7003,,Distribution,2
00494000KS0042,"Teflonbalg L=24,5 D=30 Muster",,,ST,51.338,0.0,51.338,51.338,,Food/Pharma,1
00495700KS0001,Platte HS17035 1200(+20)X1200(+20)X,,1200X1200,ST,2100.735,0.0,1764.245,2186.52,VG 35 - Distribution,Semi finished Products,4
00497400KS0040,EFN URF-B45-992-HS21059-C,,,ST,77.938,0.0,77.938,77.938,,General Mechanical Eng.,1
00498400KS0012,EFN CRX-B80-993-HS4080-C,,,ST,30.4666,0.0,29.5792,34.3113,,Fluidtechnology,3
00503300KS0001,"Dichtlippe HN2380 375x400x1,5 HS21037",,"375x400x1,5",ST,576.9493,0.0,506.198,781.2553,VG 30 - Industrial Solutions,General Mechanical Eng.,4
00509500ET0001,"Foil PTFE virgin 600x600x1,5 mm",PTFE,"600x600x1,5",ST,332.5,0.0,332.5,332.5,VG 35 - Distribution,Semi finished Products,1
00509600ET0001,Folie PTFE virginal 600x600x2 mm,PTFE,600x600x2,ST,34.5135,0.0,34.5135,34.5135,VG 35 - Distribution,Semi finished Products,1
00509800ET0001,Folie PTFE virginal 600x600x3 mm,PTFE,600x600x3,ST,51.87,0.0,51.87,51.87,VG 35 - Distribution,PTFE,1
00509900ET0001,Folie PTFE virginal 600x600x4 mm,PTFE,600x600x4,ST,93.1,0.0,93.1,93.1,VG 35 - Distribution,Semi finished Products,1
00510200ET0001,Folie PTFE virginal 600x600x6 mm,PTFE,600x600x6,ST,97.755,0.0,97.755,97.755,VG 35 - Distribution,PTFE,1
00513800KS0001,"RAW MATERIAL,HS22185 SX-0-0802-1857",,,ST,1070.65,0.0,1070.65,1070.65,VG 35 - Distribution,Semi finished Products,2
00514500ET0001,Folie PTFE virginal 1000x1000x1 mm,PTFE,1000x1000x1,ST,50.274,0.0,44.688,66.5,VG 35 - Distribution,Distribution,4
00514600ET0001,"Folie PTFE virginal 1000x1000x1,5 mm",PTFE,"1000x1000x1,5",ST,166.25,0.0,166.25,166.25,VG 35 - Distribution,PTFE,1
00514700ET0001,Folie PTFE virginal 1000x1000x2 mm,PTFE,1000x1000x2,ST,87.78,0.0,87.78,102.144,VG 35 - Distribution,PTFE,3
00514900ET0001,Folie PTFE virginal 1000x1000x3 mm,PTFE,1000x1000x3,ST,138.852,0.0,131.67,181.944,VG 35 - Distribution,Semi finished Products,8
00515000ET0001,Folie PTFE virginal 1000x1000x4 mm,PTFE,1000x1000x4,ST,191.52,0.0,175.56,332.5,VG 35 - Distribution,Semi finished Products,5
00515200ET0001,Folie PTFE virginal 1000x1000x5 mm,PTFE,1000x1000x5,ST,235.41,0.0,219.45,332.5,VG 35 - Distribution,Semi finished Products,9
00515300ET0001,Folie PTFE virginal 1000x1000x6 mm,PTFE,1000x1000x6,ST,332.5,0.0,229.824,1995.0,VG 35 - Distribution,PTFE,5
00515700ET0001,Stab PTFE virginal Ø7x1000 mm,PTFE,Ø7x1000,ST,1.7024,0.0,1.7024,1.7024,VG 35 - Distribution,Semi finished Products,2
00516700KS0001,Platte Elringplast LD 600+30X600+30,,30X600,ST,845.88,0.0,845.88,845.88,VG 35 - Distribution,Semi finished Products,1
00533600ET0001,Folie PTFE virginal 1200x1200x1 mm,PTFE,1200x1200x1,ST,59.584,0.0,51.87,63.84,VG 35 - Distribution,Distribution,4
00533700ET0001,"Folie PTFE virginal 1200x1200x1,5 mm",PTFE,"1200x1200x1,5",ST,91.77,0.0,87.9795,97.09,VG 35 - Distribution,Semi finished Products,3
00533800ET0001,Folie PTFE virginal 1200x1200x2 mm,PTFE,1200x1200x2,ST,129.675,0.0,103.74,332.5,VG 35 - Distribution,Semi finished Products,20
00533900ET0001,"Folie PTFE virginal 1200x1200x2,5 mm",PTFE,"1200x1200x2,5",ST,165.585,0.0,165.585,170.24,VG 35 - Distribution,Semi finished Products,3
00534000ET0001,Folie PTFE virginal 1200x1200x3 mm,PTFE,1200x1200x3,ST,186.2,0.0,142.9218,392.35,VG 35 - Distribution,Semi finished Products,36
00534100ET0001,Folie PTFE virginal 1200x1200x4 mm,PTFE,1200x1200x4,ST,244.188,0.0,190.19,332.5,VG 35 - Distribution,Distribution,11
00534200ET0001,"Folie PTFE virginal 1200x1200x4,5 mm",PTFE,"1200x1200x4,5",ST,283.4895,0.0,283.4895,283.4895,VG 35 - Distribution,Distribution,1
00534300ET0001,Folie PTFE virginal 1200x1200x5 mm,PTFE,1200x1200x5,ST,314.412,0.0,264.2976,344.736,VG 35 - Distribution,Semi finished Products,22
00534400ET0001,Folie PTFE virginal 1200x1200x6 mm,PTFE,1200x1200x6,ST,338.1126,0.0,272.65,425.6,VG 35 - Distribution,Semi finished Products,26
00537900KS0001,Gleitringdichtung MRI-B12 HS22102EPDM,,,ST,15.4014,0.0,12.2227,26.334,VG 35 - Distribution,PTFE,3
00538900KS0001,Abstreifer 320x350(366)x15 HS 22214,,320x350x15,ST,653.2295,0.0,540.379,859.18,VG 35 - Distribution,Distribution,4
00539300KS0001,PTFE Zuschnitte 258x123x25mm,PTFE,258x123x25,ST,75.145,0.0,71.82,78.47,VG 35 - Distribution,Semi finished Products,2
00539800KS0001,Piston Head Cov. Ring DN25 HS11097,,DN25,ST,101.3061,0.0,99.4042,103.208,VG 30 - Industrial Solutions,Fluidtechnology,2
00540600ET0001,Folie PTFE virginal 1500x1500x1 mm,PTFE,1500x1500x1,ST,100.548,0.0,99.75,107.73,VG 35 - Distribution,Semi finished Products,5
00540700ET0001,"Folie PTFE virginal 1500x1500x1,5 mm",PTFE,"1500x1500x1,5",ST,161.595,0.0,161.595,161.595,VG 35 - Distribution,PTFE,2
00540900ET0001,"Folie PTFE virginal 1500x1500x2,5 mm",PTFE,"1500x1500x2,5",ST,332.5,0.0,332.5,332.5,VG 35 - Distribution,Semi finished Products,1
00541100ET0001,Folie PTFE virginal 1500x1500x4 mm,PTFE,1500x1500x4,ST,430.92,0.0,416.556,464.7685,VG 35 - Distribution,Semi finished Products,3
00541300ET0001,Folie PTFE virginal 1500x1500x5 mm,PTFE,1500x1500x5,ST,487.1125,0.0,5.0274,538.65,VG 35 - Distribution,Semi finished Products,9
00541400ET0001,Folie PTFE virginal 1500x1500x6 mm,PTFE,1500x1500x6,ST,598.5,0.0,558.6,646.38,VG 35 - Distribution,Distribution,10
00542500KS0001,"RC FEP 6"" UNGEÄTZT 0,5 NAT 2440",FEP,,ST,539.315,0.0,508.06,570.57,VG 35 - Distribution,Distribution,2
00543100KS0001,"Ring 146,6x168,4x12,1 HS22177",,"146,6x168,4x12,1",ST,83.125,0.0,61.0536,113.8546,VG 30 - Industrial Solutions,Food/Pharma,6
00544500KS0001,EFN URX-B268-159-HS21029-C,,,ST,108.4482,0.0,105.203,111.6934,VG 35 - Distribution,PTFE,2
00550600ET0001,Stab PTFE virginal Ø5x1000 mm,PTFE,Ø5x1000,ST,0.8844,0.0,0.8512,0.931,VG 35 - Distribution,Semi finished Products,4
00550700ET0001,Stab PTFE virginal Ø6x1000 mm,PTFE,Ø6x1000,ST,1.2768,0.0,1.2768,1.2768,VG 35 - Distribution,PTFE,1
00551000KS0001,"Plattierung 158x31x27,6x1 HS22211",,"158x31x27,6x1",ST,88.5813,0.0,83.1184,94.0443,VG 30 - Industrial Solutions,Sensors,2
00553400ET0001,Stab PTFE virginal Ø8x1000 mm,PTFE,Ø8x1000,ST,2.3674,0.0,2.3408,10.5336,VG 35 - Distribution,Semi finished Products,6
00553600ET0001,Stab PTFE virginal Ø10x1000 mm,PTFE,Ø10x1000,ST,3.9501,0.0,3.5245,166.25,VG 35 - Distribution,PTFE,8
00554400KS0001,"MOD-WT PVDF 460x560x250 4,0",PVDF,460x560x250,ST,7174.685,0.0,6990.48,7358.89,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,2
00554600KS0001,Stab PCTFE Ø10x400 mm,PCTFE,Ø10x400,ST,79.8,0.0,49.077,115.71,VG 35 - Distribution,Distribution,4
00555500KS0001,RWDR 135x150x10 HN2390 reiopt HS21037,,135x150x10,ST,44.5769,0.0,44.5769,44.5769,,PTFE,1
00556600KS0001,RWDR 8x20x4 HN2390 neg HS21059,,8x20x4,ST,70.9888,0.0,47.614,94.3635,VG 35 - Distribution,PTFE,2
00558800KS0500,"Hülse  3,5x2,7L9,8 HN1331",,"3,5x2,7",ST,7.1116,0.0,2.8245,17.2288,,Machine Tools/Painting,4
00559080KS0001,"Faltenbalg 18x28x165x27x0,9",,"18x28x165x27x0,9",ST,228.095,0.0,195.51,260.68,VG 30 - Industrial Solutions,Food/Pharma,2
00560000KS0001,Rohling PTFE+25% Glas FDA,PTFE,,ST,239.4,0.0,171.57,339.15,VG 35 - Distribution,PTFE,9
00560300KS0001,"Wellenschutzhülse 35x40x20,5 R-Dr.",,"35x40x20,5",ST,24.2619,0.0,24.2619,24.2619,,Compressor,1
00560400KS0001,"Hülle Ø1515x1576x3,5 TFM1600 beigestellt",,"Ø1515x1576x3,5",ST,791.35,0.0,385.7,791.35,VG 35 - Distribution,PTFE,5
00562600KS0001,"RWDR 85x105x10 doli, gegens. HS2159",,85x105x10,ST,185.9473,0.0,70.756,273.7406,,Distribution,23
00563600KS0001,RWDR 30x62x8 pos.Dichtlippe HS17034,,30x62x8,ST,107.843,0.0,81.263,134.4231,VG 35 - Distribution,PTFE,2
00563700KS0001,"Spacer 3,47/1,7x3,6",,"1,7x3,6",M,7.1388,0.0,6.3268,8.7155,,General Mechanical Eng.,12
00564300KS0050,"Kolbenring D38,6",,,ST,5.7855,0.0,5.2801,6.2909,,Compressor,2
00564400KS0120,"Kolbenring D50,8 überlap. Stoß HS21037",,,ST,6.9284,0.0,6.293,7.5637,,Compressor,2
00564500KS0001,RDWR 12x28x7 HS21037,,12x28x7,ST,156.7405,0.0,119.035,194.446,,Distribution,2
00566400KS0006,"EFN URA-A138,91-108-HS17008-C",,,ST,104.937,0.0,104.937,104.937,,Distribution,1
00568900KS0001,RWDR 80x100x10 HS21037,,80x100x10,ST,30.9768,0.0,18.104,163.59,,Distribution,10
00569300KS0001,Probe coated d3x315 mm,,3x315,ST,116.1755,0.0,87.913,239.4,VG 30 - Industrial Solutions,Food/Pharma,10
00569500KS1000,Abstreifer 14x20x6 HS17019,,14x20x6,ST,1.0929,0.0,0.8818,5.6379,VG 30 - Industrial Solutions,General Mechanical Eng.,5
00569900KS0001,Probe coated d3x335 mm,,3x335,ST,113.449,0.0,89.775,117.705,VG 30 - Industrial Solutions,Food/Pharma,3
00570300KS0001,"RC FEP 10,5"" ungeätzt 0,5 nat 500 bezoge",FEP,,ST,731.5,0.0,731.5,731.5,VG 35 - Distribution,PTFE,1
00572800KS0001,"FEP Folie 225 mm breit 0,025 mm dick",FEP,,M,28.5915,0.0,7.7207,37.659,VG 27 - Medical,PTFE,5
00573300KS0001,EPDM/PTFE Membrane OD40,"PTFE, EPDM",,ST,25.7488,0.0,25.7488,25.7488,VG 30 - Industrial Solutions,PTFE,1
00573500KS0001,Dichtscheibe DLE 75 HS21027,,,ST,8.0014,0.0,4.0364,9.9843,VG 30 - Industrial Solutions,Fluidtechnology,4
00580090ET0001,"PTFE Folie e.selbst.500x0,08",PTFE,"500x0,08",M,97.4972,0.0,89.758,105.2365,VG 30 - Industrial Solutions,PTFE,2
00580250KS0001,"Folie eins.selbstklebend 25x0,13",,"25x0,13",ROL,317.8434,0.0,196.84,317.8434,VG 35 - Distribution,Semi finished Products,3
00580600KS0001,ELROSEAL BX 72x90x8 Muster EPDM,EPDM,72x90x8,ST,19.95,0.0,0.3338,19.95,VG 20 - Mobility,Diesel Engine,3
00580700KS0001,Abstreifer 1594x1630x18 HS 22214,,1594x1630x18,ST,4447.52,0.0,3867.64,6301.54,VG 35 - Distribution,Distribution,4
00581730ET0001,"PTFE Folie e.selbst.500x0,13x15000",PTFE,"500x0,13x15000",M,105.735,0.0,38.437,120.8555,VG 35 - Distribution,PTFE,9
00584590ET0001,"PTFE Folie e.selbst..500x0,25",PTFE,"500x0,25",M,188.6173,0.0,76.608,290.605,VG 30 - Industrial Solutions,Distribution,15
00588230ET0001,"PTFE-Glasgew.1000x0,25",PTFE,"1000x0,25",M,142.4182,0.0,92.2524,192.584,VG 35 - Distribution,PTFE,2
00589470ET0001,"PTFE-Glasg.e.selbst.1000x0,15",PTFE,"1000x0,15",M,199.0345,0.0,186.333,211.736,VG 35 - Distribution,Distribution,2
00589710ET0001,"PTFE-Glasg.e.selbst.1000x0,25",PTFE,"1000x0,25",M,172.5184,0.0,60.116,231.1379,VG 35 - Distribution,General Mechanical Eng.,9
00591880KS1000,Gleitring HS21080 mit NBR-O-Rg.011,NBR,,ST,0.4715,0.0,0.4522,0.4908,,General Mechanical Eng.,2
00592180KS0001,Gleitring 18 NBR-O-Rg. 111 HS21080,NBR,,ST,4.1895,0.0,2.926,4.7215,VG 35 - Distribution,Distribution,3
00593070KS0001,Gleitring 35 NBR-0-Rg. 215 HS21080,NBR,,ST,81.0635,0.0,63.175,98.952,VG 35 - Distribution,Distribution,2
00595440KS0001,Gleitring 110 NBR-O-Rg. 344 HS21080,NBR,,ST,178.6456,0.0,178.6456,178.6456,VG 35 - Distribution,Distribution,1
00597650KS0001,Gleitring mit FPM-O-Rg. 013 HS21080,,,ST,3.6743,0.0,3.6743,3.6743,VG 27 - Medical,Internal medicine,1
